"(""[Parameter(Mandatory = $False, ParameterSetName='ObjectGuidLookup')]\n        [Guid]\n        $ObjectType"", 'Guid', 'ObjectType', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"(""[Parameter(Mandatory = $true, ValueFromPipelineByPropertyName = $true, ParameterSetName = 'CreateVariables')]\n        [switch]$CreateVariables"", 'switch', 'CreateVariables', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"(""[Parameter(ParameterSetName = 'API')]\n        [Switch]\n        $API"", 'Switch', 'API', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'ge $ComputerName', '', 'ge', 'ComputerName', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'ge $krbtgtPwdLastSetNew', '', 'ge', 'krbtgtPwdLastSetNew', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'gpo.Properties.adspath\n            $GpoACL', '', 'gpo.Properties.adspath', 'GpoACL', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'gpo.Properties.displayname\n            $GpoACL', '', 'gpo.Properties.displayname', 'GpoACL', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'group\n                $ObjectDirectoryEntry', '', 'group', 'ObjectDirectoryEntry', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'groupname\n                $ConvertedIdentity', '', 'groupname', 'ConvertedIdentity', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'groups\n$SamAccountTypeEnum', '', 'groups', 'SamAccountTypeEnum', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'groups\n$UACEnum', '', 'groups', 'UACEnum', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'gt $ExpireTime', '', 'gt', 'ExpireTime', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'host $Value', '', 'host', 'Value', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'i]\n                $Offset', '', 'i', 'Offset', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'inputobject $_', '', 'inputobject', '_', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'json\n                $Value', '', 'json', 'Value', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'krb5asrep$tag23', '', 'krb5asrep', 'tag23', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'krb5tgs$17', '', 'krb5tgs', '17', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'krb5tgs$18', '', 'krb5tgs', '18', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'krb5tgs$23', '', 'krb5tgs', '23', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'krb5tgs$SPN', '', 'krb5tgs', 'SPN', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'le $DateLastLogon', '', 'le', 'DateLastLogon', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'le $DatePwdLastSet', '', 'le', 'DatePwdLastSet', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'le $ExpireTime', '', 'le', 'ExpireTime', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'le $FindingPwdLastSet', '', 'le', 'FindingPwdLastSet', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'le $Threads', '', 'le', 'Threads', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'le $blob_element_count', '', 'le', 'blob_element_count', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'le $krbtgtPwdLastSetOld', '', 'le', 'krbtgtPwdLastSetOld', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'le $target_count', '', 'le', 'target_count', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $CreationTime', '', 'lt', 'CreationTime', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $DomainCount', '', 'lt', 'DomainCount', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $EntriesRead', '', 'lt', 'EntriesRead', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $Hour', '', 'lt', 'Hour', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $LastAccessTime', '', 'lt', 'LastAccessTime', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $LastWriteTime', '', 'lt', 'LastWriteTime', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $Parts', '', 'lt', 'Parts', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $SleepSeconds', '', 'lt', 'SleepSeconds', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $Value', '', 'lt', 'Value', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $pCount', '', 'lt', 'pCount', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'match $Filter', '', 'match', 'Filter', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'match $Guid', '', 'match', 'Guid', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'match $GuidFilter', '', 'match', 'GuidFilter', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'match $Item', '', 'match', 'Item', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'match $MachineSid', '', 'match', 'MachineSid', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'match $TargetLocalSID', '', 'match', 'TargetLocalSID', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'match $adPEAS_DomSID', '', 'match', 'adPEAS_DomSID', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'match $adPEAS_RootDomSID', '', 'match', 'adPEAS_RootDomSID', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'ne $MemberDomain', '', 'ne', 'MemberDomain', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'ne $Now', '', 'ne', 'Now', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'ne $UserDomain', '', 'ne', 'UserDomain', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'ne $adPEAS_Dom', '', 'ne', 'adPEAS_Dom', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'ne $null', '', 'ne', 'null', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $ADCSWebEnrollment', '', 'not', 'ADCSWebEnrollment', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $CompSearcher', '', 'not', 'CompSearcher', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $Computer', '', 'not', 'Computer', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $Computers', '', 'not', 'Computers', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $ExSrvBuild', '', 'not', 'ExSrvBuild', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $Exists', '', 'not', 'Exists', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $Files', '', 'not', 'Files', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $Filter', '', 'not', 'Filter', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $Finished', '', 'not', 'Finished', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $FoundLogoff', '', 'not', 'FoundLogoff', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $GPOSearcher', '', 'not', 'GPOSearcher', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $Group', '', 'not', 'Group', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $GroupSID', '', 'not', 'GroupSID', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $GroupSearcher', '', 'not', 'GroupSearcher', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $Info', '', 'not', 'Info', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $LogonHours', '', 'not', 'LogonHours', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $MappedComputers', '', 'not', 'MappedComputers', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $MappedPaths', '', 'not', 'MappedPaths', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $MemberSID', '', 'not', 'MemberSID', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $Memberships', '', 'not', 'Memberships', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $NoImports', '', 'not', 'NoImports', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $OUSearcher', '', 'not', 'OUSearcher', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $ObjectSearcher', '', 'not', 'ObjectSearcher', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $Object_GPP', '', 'not', 'Object_GPP', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $PSBoundParameters', '', 'not', 'PSBoundParameters', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $Principal', '', 'not', 'Principal', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $Principals', '', 'not', 'Principals', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $Properties', '', 'not', 'Properties', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $Raw', '', 'not', 'Raw', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $ReferenceObjectProperties', '', 'not', 'ReferenceObjectProperties', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $Result', '', 'not', 'Result', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $SchemaPath', '', 'not', 'SchemaPath', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $Searcher', '', 'not', 'Searcher', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $SeenDomains', '', 'not', 'SeenDomains', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $ShowAll', '', 'not', 'ShowAll', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $SiteSearcher', '', 'not', 'SiteSearcher', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $Stealth', '', 'not', 'Stealth', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $SubnetSearcher', '', 'not', 'SubnetSearcher', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $TargetDCIP', '', 'not', 'TargetDCIP', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $TargetGptTmplPath', '', 'not', 'TargetGptTmplPath', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $TargetSIDs', '', 'not', 'TargetSIDs', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $TargetUsers', '', 'not', 'TargetUsers', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $User', '', 'not', 'User', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $UserName', '', 'not', 'UserName', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $XMLFiles', '', 'not', 'XMLFiles', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $_', '', 'not', '_', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'notcontains $LastAttribute', '', 'notcontains', 'LastAttribute', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'notcontains $_', '', 'notcontains', '_', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'notmatch $CurrentUser', '', 'notmatch', 'CurrentUser', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'notmatch $Filter', '', 'notmatch', 'Filter', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'notmatch $Item', '', 'notmatch', 'Item', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'notmatch $_', '', 'notmatch', '_', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'null\n                        $Out', '', 'null', 'Out', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'null\n                    $Out', '', 'null', 'Out', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'null\n        $Request', '', 'null', 'Request', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'object $keyusage', '', 'object', 'keyusage', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'offset\n                $blob_name_size_end', '', 'offset', 'blob_name_size_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'ok\n    $kdcOption', '', 'ok', 'kdcOption', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or $AutoConfigUrl', '', 'or', 'AutoConfigUrl', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or $Byte', '', 'or', 'Byte', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or $Domain', '', 'or', 'Domain', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or $Etype', '', 'or', 'Etype', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or $Filter', '', 'or', 'Filter', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or $Object_VarGroup', '', 'or', 'Object_VarGroup', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or $Object_gMSAMemberType', '', 'or', 'Object_gMSAMemberType', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or $OutObject', '', 'or', 'OutObject', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or $PSBoundParameters', '', 'or', 'PSBoundParameters', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or $Properties', '', 'or', 'Properties', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or $TargetUsers', '', 'or', 'TargetUsers', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or $TemplateACL', '', 'or', 'TemplateACL', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or $_', '', 'or', '_', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or $a', '', 'or', 'a', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'orce\n$Cred', '', 'orce', 'Cred', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'prefix_size_start..$prefix_size_end', '', 'prefix_size_start..', 'prefix_size_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'prefix_start..$prefix_end', '', 'prefix_start..', 'prefix_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'prefix_timestamp_start..$prefix_timestamp_end', '', 'prefix_timestamp_start..', 'prefix_timestamp_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'referral_ttl_start..$referral_ttl_end', '', 'referral_ttl_start..', 'referral_ttl_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'req\n    $msgtype', '', 'req', 'msgtype', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'reserved_blob_size_start..$reserved_blob_size_end', '', 'reserved_blob_size_start..', 'reserved_blob_size_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'reserved_blob_start..$reserved_blob_end', '', 'reserved_blob_start..', 'reserved_blob_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'root_or_link_guid_start..$root_or_link_guid_end', '', 'root_or_link_guid_start..', 'root_or_link_guid_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'server_name_size_start..$server_name_size_end', '', 'server_name_size_start..', 'server_name_size_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'server_name_start..$server_name_end', '', 'server_name_start..', 'server_name_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'share.name\n                            $Null', '', 'share.name', 'Null', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'share_name_size_start..$share_name_size_end', '', 'share_name_size_start..', 'share_name_size_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'share_name_start..$share_name_end', '', 'share_name_start..', 'share_name_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'short_prefix_size_start..$short_prefix_size_end', '', 'short_prefix_size_start..', 'short_prefix_size_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'short_prefix_start..$short_prefix_end', '', 'short_prefix_start..', 'short_prefix_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'state_start..$state_end', '', 'state_start..', 'state_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'state_timestamp_start..$state_timestamp_end', '', 'state_timestamp_start..', 'state_timestamp_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 't_offset\n                            $target_entry_size_end', '', 't_offset', 'target_entry_size_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'target_count_start..$target_count_end', '', 'target_count_start..', 'target_count_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'target_entry_size_start..$target_entry_size_end', '', 'target_entry_size_start..', 'target_entry_size_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'target_state_start..$target_state_end', '', 'target_state_start..', 'target_state_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'target_time_stamp_start..$target_time_stamp_end', '', 'target_time_stamp_start..', 'target_time_stamp_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'target_type_start..$target_type_end', '', 'target_type_start..', 'target_type_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'template.pkiextendedkeyusage.Count\n                    $template', '', 'template.pkiextendedkeyusage.Count', 'template', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'true\n                        $Object_Template_VulnFlag', '', 'true', 'Object_Template_VulnFlag', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'type_start..$type_end', '', 'type_start..', 'type_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'uri $ADCSSrvUri', '', 'uri', 'ADCSSrvUri', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'uri $ExSrvUri', '', 'uri', 'ExSrvUri', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'user$realm', '', 'user', 'realm', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'user\n                            $MemberIsDomain', '', 'user', 'MemberIsDomain', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'version_start..$version_end', '', 'version_start..', 'version_end', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'whenchanged\n                    $Out', '', 'whenchanged', 'Out', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $false)]\n            [Switch]\n            $Logo', 'Switch', 'Logo', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $false)]\n            [Switch]\n            $Raw', 'Switch', 'Raw', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $false)]\n        [Switch]\n        $Logo', 'Switch', 'Logo', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $false)]\n        [Switch]\n        $OPSEC', 'Switch', 'OPSEC', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $false)]\n        [Switch]\n        $Raw', 'Switch', 'Raw', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $false)]\n        [Switch]\n        $Recurse', 'Switch', 'Recurse', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $false)]\n        [Switch]\n        $ResolveSID', 'Switch', 'ResolveSID', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $false)]\n        [Switch]\n        $SSL', 'Switch', 'SSL', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $false)]\n        [Switch]\n        $TLS', 'Switch', 'TLS', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $false,HelpMessage=""Force enumeration, even if first domain detection fails"")]\n        [Switch]\n        $Force', 'Switch', 'Force', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $false,HelpMessage=""Switch to TLS encrypted LDAPS over tcp/636"")]\n        [Switch]\n        $SSL', 'Switch', 'SSL', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
