"( ""Function call with parameters that may be unsafe - this call relies on the caller to check that the passed values are correct. "" ""To disable this warning, use -D_SCL_SECURE_NO_WARNINGS. See documentation on how to use Visual C++ 'Checked Iterators'"""
(MCIERR_BASE + 46
(MCIERR_BASE + 47
(MCIERR_BASE + 48
(MCIERR_BASE + 49
(MCIERR_BASE + 5
(MCIERR_BASE + 50
(MCIERR_BASE + 51
(MCIERR_BASE + 52
(MCIERR_BASE + 53
(MCIERR_BASE + 54
(MCIERR_BASE + 55
(MCIERR_BASE + 56
(MCIERR_BASE + 6
(MCIERR_BASE + 64
(MCIERR_BASE + 65
(MCIERR_BASE + 66
(MCIERR_BASE + 67
(MCIERR_BASE + 68
(MCIERR_BASE + 69
(MCIERR_BASE + 7
(MCIERR_BASE + 70
(MCIERR_BASE + 71
(MCIERR_BASE + 72
(MCIERR_BASE + 73
(MCIERR_BASE + 8
(MCIERR_BASE + 80
(MCIERR_BASE + 81
(MCIERR_BASE + 82
(MCIERR_BASE + 83
(MCIERR_BASE + 84
(MCIERR_BASE + 85
(MCIERR_BASE + 86
(MCIERR_BASE + 87
(MCIERR_BASE + 9
(MCIERR_BASE + 90
(MCIERR_BASE + 91
(MCIERR_BASE + 92
(MCIERR_BASE + 93
(MCIERR_BASE + 94
(MCI_CD_OFFSET + 0
(MCI_CD_OFFSET + 1
(MCI_STRING_OFFSET + 12
(MCI_STRING_OFFSET + 13
(MCI_STRING_OFFSET + 14
(MCI_STRING_OFFSET + 15
(MCI_STRING_OFFSET + 16
(MCI_STRING_OFFSET + 17
(MCI_STRING_OFFSET + 18
(MCI_VD_OFFSET + 1
(MCI_VD_OFFSET + 2
(MCI_VD_OFFSET + 3
(MCI_VD_OFFSET + 4
(MCI_WAVE_OFFSET + 0
(MCI_WAVE_OFFSET + 1
(MDM_MASK_BEARERMODE|MDM_MASK_PROTOCOLINFO
(MDM_MASK_PROTOCOLID|MDM_MASK_PROTOCOLDATA
(MIDIERR_BASE + 0
(MIDIERR_BASE + 1
(MIDIERR_BASE + 2
(MIDIERR_BASE + 3
(MIDIERR_BASE + 4
(MIDIERR_BASE + 5
(MIDIERR_BASE + 6
(MIDIERR_BASE + 7
(MIXERCONTROL_CONTROLTYPE_BOOLEAN + 0x00002277
(MIXERCONTROL_CONTROLTYPE_BOOLEAN + 1
(MIXERCONTROL_CONTROLTYPE_BOOLEAN + 2
(MIXERCONTROL_CONTROLTYPE_BOOLEAN + 3
(MIXERCONTROL_CONTROLTYPE_BOOLEAN + 4
(MIXERCONTROL_CONTROLTYPE_BOOLEAN + 5
(MIXERCONTROL_CONTROLTYPE_FADER + 1
(MIXERCONTROL_CONTROLTYPE_FADER + 2
(MIXERCONTROL_CONTROLTYPE_FADER + 3
(MIXERCONTROL_CONTROLTYPE_FADER + 4
(MIXERCONTROL_CONTROLTYPE_MULTIPLESELECT + 1
(MIXERCONTROL_CONTROLTYPE_SIGNEDMETER + 1
(MIXERCONTROL_CONTROLTYPE_SINGLESELECT + 1
(MIXERCONTROL_CONTROLTYPE_SLIDER + 1
(MIXERCONTROL_CONTROLTYPE_SLIDER + 2
(MIXERCONTROL_CT_CLASS_CUSTOM | MIXERCONTROL_CT_UNITS_CUSTOM
(MIXERCONTROL_CT_CLASS_FADER | MIXERCONTROL_CT_UNITS_UNSIGNED
(MIXERCONTROL_CT_CLASS_LIST | MIXERCONTROL_CT_SC_LIST_MULTIPLE | MIXERCONTROL_CT_UNITS_BOOLEAN
(MIXERCONTROL_CT_CLASS_LIST | MIXERCONTROL_CT_SC_LIST_SINGLE | MIXERCONTROL_CT_UNITS_BOOLEAN
(MIXERCONTROL_CT_CLASS_METER | MIXERCONTROL_CT_SC_METER_POLLED | MIXERCONTROL_CT_UNITS_BOOLEAN
(MIXERCONTROL_CT_CLASS_METER | MIXERCONTROL_CT_SC_METER_POLLED | MIXERCONTROL_CT_UNITS_SIGNED
(MIXERCONTROL_CT_CLASS_METER | MIXERCONTROL_CT_SC_METER_POLLED | MIXERCONTROL_CT_UNITS_UNSIGNED
(MIXERCONTROL_CT_CLASS_NUMBER | MIXERCONTROL_CT_UNITS_DECIBELS
(MIXERCONTROL_CT_CLASS_NUMBER | MIXERCONTROL_CT_UNITS_PERCENT
(MIXERCONTROL_CT_CLASS_NUMBER | MIXERCONTROL_CT_UNITS_SIGNED
(MIXERCONTROL_CT_CLASS_NUMBER | MIXERCONTROL_CT_UNITS_UNSIGNED
(MIXERCONTROL_CT_CLASS_SLIDER | MIXERCONTROL_CT_UNITS_SIGNED
(MIXERCONTROL_CT_CLASS_SWITCH | MIXERCONTROL_CT_SC_SWITCH_BOOLEAN | MIXERCONTROL_CT_UNITS_BOOLEAN
(MIXERCONTROL_CT_CLASS_SWITCH | MIXERCONTROL_CT_SC_SWITCH_BUTTON | MIXERCONTROL_CT_UNITS_BOOLEAN
(MIXERCONTROL_CT_CLASS_TIME | MIXERCONTROL_CT_SC_TIME_MICROSECS | MIXERCONTROL_CT_UNITS_UNSIGNED
(MIXERCONTROL_CT_CLASS_TIME | MIXERCONTROL_CT_SC_TIME_MILLISECS | MIXERCONTROL_CT_UNITS_UNSIGNED
(MIXERLINE_COMPONENTTYPE_DST_FIRST + 0
(MIXERLINE_COMPONENTTYPE_DST_FIRST + 1
(MIXERLINE_COMPONENTTYPE_DST_FIRST + 2
(MIXERLINE_COMPONENTTYPE_DST_FIRST + 3
(MIXERLINE_COMPONENTTYPE_DST_FIRST + 4
(MIXERLINE_COMPONENTTYPE_DST_FIRST + 5
(MIXERLINE_COMPONENTTYPE_DST_FIRST + 6
(MIXERLINE_COMPONENTTYPE_DST_FIRST + 7
(MIXERLINE_COMPONENTTYPE_DST_FIRST + 8
(MIXERLINE_COMPONENTTYPE_SRC_FIRST + 0
(MIXERLINE_COMPONENTTYPE_SRC_FIRST + 1
(MIXERLINE_COMPONENTTYPE_SRC_FIRST + 2
(MIXERLINE_COMPONENTTYPE_SRC_FIRST + 3
(MIXERLINE_COMPONENTTYPE_SRC_FIRST + 4
(MIXERLINE_COMPONENTTYPE_SRC_FIRST + 5
(MIXERLINE_COMPONENTTYPE_SRC_FIRST + 6
(MIXERLINE_COMPONENTTYPE_SRC_FIRST + 7
(MIXERLINE_COMPONENTTYPE_SRC_FIRST + 8
(MIXERLINE_COMPONENTTYPE_SRC_FIRST + 9
(MIXERR_BASE + 0
(MIXERR_BASE + 1
(MIXERR_BASE + 2
(MIXER_OBJECTF_HANDLE|MIXER_OBJECTF_MIDIIN
(MIXER_OBJECTF_HANDLE|MIXER_OBJECTF_MIDIOUT
(MIXER_OBJECTF_HANDLE|MIXER_OBJECTF_MIXER
(MIXER_OBJECTF_HANDLE|MIXER_OBJECTF_WAVEIN
(MIXER_OBJECTF_HANDLE|MIXER_OBJECTF_WAVEOUT
(MMIOERR_BASE + 1
(MMIOERR_BASE + 10
(MMIOERR_BASE + 11
(MMIOERR_BASE + 12
(MMIOERR_BASE + 13
(MMIOERR_BASE + 14
(MMIOERR_BASE + 15
(MMIOERR_BASE + 16
(MMIOERR_BASE + 2
(MMIOERR_BASE + 3
(MMIOERR_BASE + 4
(MMIOERR_BASE + 5
(MMIOERR_BASE + 6
(MMIOERR_BASE + 7
(MMIOERR_BASE + 8
(MMIOERR_BASE + 9
(MMSYSERR_BASE + 1
(MMSYSERR_BASE + 10
(MMSYSERR_BASE + 11
(MMSYSERR_BASE + 12
(MMSYSERR_BASE + 13
(MMSYSERR_BASE + 14
(MMSYSERR_BASE + 15
(MMSYSERR_BASE + 16
(MMSYSERR_BASE + 17
(MMSYSERR_BASE + 18
(MMSYSERR_BASE + 19
(MMSYSERR_BASE + 2
(MMSYSERR_BASE + 20
(MMSYSERR_BASE + 21
(MMSYSERR_BASE + 3
(MMSYSERR_BASE + 4
(MMSYSERR_BASE + 5
(MMSYSERR_BASE + 6
(MMSYSERR_BASE + 7
(MMSYSERR_BASE + 8
(MMSYSERR_BASE + 9
(MSBuildProjectName
(Maybe
(Mem
(Method
(MustCheck=SA_Yes
(NCRYPT_PCP_SIGNATURE_KEY | NCRYPT_PCP_ENCRYPTION_KEY
(NDIS
(NDRCContextMarshall( (NDR_CCONTEXT
(NDRCContextUnmarshall((NDR_CONTEXT
(NDR_RUNDOWN
(NETWORK
(NIN_SELECT | NINF_KEY
(NODE_ATTRIBUTE+1
(NODE_CDATA_SECTION+1
(NODE_COMMENT+1
(NODE_DOCUMENT+1
(NODE_DOCUMENT_FRAGMENT+1
(NODE_DOCUMENT_TYPE+1
(NODE_ELEMENT+1
(NODE_ENTITY+1
(NODE_ENTITY_REFERENCE+1
(NODE_INVALID+1
(NODE_PROCESSING_INSTRUCTION+1
(NODE_TEXT+1
(NTAPI* PIO_APC_ROUTINE
(NTAPI* pNtAlertResumeThread
(NTAPI* pNtAllocateVirtualMemory
(NTAPI* pNtOpenProcess
(NTAPI* pNtOpenThread
(NTAPI* pNtQueueApcThread
(NTAPI* pNtSuspendThread
(NTAPI* pNtWriteVirtualMemory
(NULL
(Name=#n
(NdrSContextMarshall((NDR_SCONTEXT
(No
(NoAccess
(NumSources
(OUT unsigned long *ConnectionTimeout
(Ordinal
(Ordinal & 0xffff
(Ov
(P
(PADDRINFOA pAddrInfo
(PADDRINFOW pAddrInfo
(PARSE_ANCHOR+1
(PARSE_CANONICALIZE+1
(PARSE_DECODE_IS_ESCAPE+1
(PARSE_DOCUMENT+1
(PARSE_DOMAIN+1
(PARSE_ENCODE_IS_UNESCAPE+1
(PARSE_ESCAPE+1
(PARSE_FRIENDLY+1
(PARSE_LOCATION+1
(PARSE_MIME+1
(PARSE_PATH_FROM_URL+1
(PARSE_ROOTDOCUMENT+1
(PARSE_SCHEMA+1
(PARSE_SECURITY_DOMAIN+1
(PARSE_SECURITY_URL+1
(PARSE_SERVER+1
(PARSE_SITE+1
(PARSE_URL_FROM_PATH+1
(PCSTR
(PCSTR w
(PCWSTR
(PCWSTR pszPath
(PCWSTR w
(PCredHandle
(PCtxtHandle
(PDWORD
(PERF_SIZE_DWORD | PERF_TYPE_COUNTER | PERF_COUNTER_BASE | PERF_DISPLAY_NOSHOW | 0x00000001
(PERF_SIZE_DWORD | PERF_TYPE_COUNTER | PERF_COUNTER_BASE | PERF_DISPLAY_NOSHOW | 0x00000002
(PERF_SIZE_DWORD | PERF_TYPE_COUNTER | PERF_COUNTER_BASE | PERF_DISPLAY_NOSHOW | 0x00000003
(PERF_SIZE_DWORD | PERF_TYPE_COUNTER | PERF_COUNTER_FRACTION | PERF_DELTA_COUNTER | PERF_DELTA_BASE | PERF_DISPLAY_PERCENT
(PERF_SIZE_DWORD | PERF_TYPE_COUNTER | PERF_COUNTER_FRACTION | PERF_DISPLAY_SECONDS
(PERF_SIZE_DWORD | PERF_TYPE_COUNTER | PERF_COUNTER_QUEUELEN | PERF_TIMER_TICK | PERF_DELTA_COUNTER | PERF_DISPLAY_NO_SUFFIX
(PERF_SIZE_DWORD | PERF_TYPE_COUNTER | PERF_COUNTER_RATE | PERF_TIMER_TICK | PERF_DELTA_COUNTER | PERF_DISPLAY_NO_SUFFIX
(PERF_SIZE_DWORD | PERF_TYPE_COUNTER | PERF_COUNTER_RATE | PERF_TIMER_TICK | PERF_DELTA_COUNTER | PERF_DISPLAY_PER_SEC
(PERF_SIZE_DWORD | PERF_TYPE_COUNTER | PERF_COUNTER_VALUE | PERF_DELTA_COUNTER | PERF_DISPLAY_NO_SUFFIX
(PERF_SIZE_DWORD | PERF_TYPE_NUMBER | PERF_NUMBER_DECIMAL | PERF_DISPLAY_NO_SUFFIX
(PERF_SIZE_DWORD | PERF_TYPE_NUMBER | PERF_NUMBER_HEX | PERF_DISPLAY_NO_SUFFIX
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_BASE | PERF_DISPLAY_NOSHOW 
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_BASE | PERF_MULTI_COUNTER | PERF_DISPLAY_NOSHOW
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_ELAPSED | PERF_OBJECT_TIMER | PERF_DISPLAY_SECONDS
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_FRACTION | PERF_DISPLAY_NOSHOW
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_FRACTION | PERF_DISPLAY_PERCENT
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_PRECISION | PERF_OBJECT_TIMER | PERF_DELTA_COUNTER | PERF_DISPLAY_PERCENT 
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_PRECISION | PERF_TIMER_100NS | PERF_DELTA_COUNTER | PERF_DISPLAY_PERCENT 
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_PRECISION | PERF_TIMER_TICK | PERF_DELTA_COUNTER | PERF_DISPLAY_PERCENT 
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_QUEUELEN | PERF_OBJECT_TIMER | PERF_DELTA_COUNTER | PERF_DISPLAY_NO_SUFFIX
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_QUEUELEN | PERF_TIMER_100NS | PERF_DELTA_COUNTER | PERF_DISPLAY_NO_SUFFIX
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_QUEUELEN | PERF_TIMER_TICK | PERF_DELTA_COUNTER | PERF_DISPLAY_NO_SUFFIX
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_RATE | PERF_DELTA_COUNTER | PERF_MULTI_COUNTER | PERF_TIMER_TICK | PERF_INVERSE_COUNTER | PERF_DISPLAY_PERCENT
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_RATE | PERF_DELTA_COUNTER | PERF_TIMER_TICK | PERF_MULTI_COUNTER | PERF_DISPLAY_PERCENT
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_RATE | PERF_OBJECT_TIMER | PERF_DELTA_COUNTER | PERF_DISPLAY_PERCENT
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_RATE | PERF_TIMER_100NS | PERF_DELTA_COUNTER | PERF_DISPLAY_PERCENT
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_RATE | PERF_TIMER_100NS | PERF_DELTA_COUNTER | PERF_INVERSE_COUNTER | PERF_DISPLAY_PERCENT
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_RATE | PERF_TIMER_TICK | PERF_DELTA_COUNTER | PERF_DISPLAY_PERCENT
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_RATE | PERF_TIMER_TICK | PERF_DELTA_COUNTER | PERF_DISPLAY_PER_SEC
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_RATE | PERF_TIMER_TICK | PERF_DELTA_COUNTER | PERF_INVERSE_COUNTER | PERF_DISPLAY_PERCENT
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_COUNTER_VALUE | PERF_DELTA_COUNTER | PERF_DISPLAY_NO_SUFFIX
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_DELTA_COUNTER | PERF_COUNTER_RATE | PERF_TIMER_100NS | PERF_MULTI_COUNTER | PERF_DISPLAY_PERCENT
(PERF_SIZE_LARGE | PERF_TYPE_COUNTER | PERF_DELTA_COUNTER | PERF_COUNTER_RATE | PERF_TIMER_100NS | PERF_MULTI_COUNTER | PERF_INVERSE_COUNTER | PERF_DISPLAY_PERCENT
(PERF_SIZE_LARGE | PERF_TYPE_NUMBER | PERF_NUMBER_DECIMAL | PERF_DISPLAY_NO_SUFFIX
(PERF_SIZE_LARGE | PERF_TYPE_NUMBER | PERF_NUMBER_HEX | PERF_DISPLAY_NO_SUFFIX
(PERF_SIZE_VARIABLE_LEN | PERF_TYPE_TEXT | PERF_TEXT_UNICODE | PERF_DISPLAY_NO_SUFFIX
(PERF_SIZE_ZERO | PERF_DISPLAY_NOSHOW
(PIDMSI_STATUS_DRAFT+1
(PIDMSI_STATUS_EDIT+1
(PIDMSI_STATUS_INPROGRESS+1
(PIDMSI_STATUS_NEW+1
(PIDMSI_STATUS_NORMAL+1
(PIDMSI_STATUS_PRELIM+1
(PIDMSI_STATUS_PROOF+1
(PIDMSI_STATUS_REVIEW+1
(PMIDL_STUB_MESSAGE
(POLLRDNORM | POLLRDBAND
(POLLWRNORM
(PROPSHEETHEADERA_V1
(PROPSHEETHEADERA_V2
(PROPSHEETHEADERW_V1
(PROPSHEETHEADERW_V2
(PROPSHEETPAGEA_V1
(PROPSHEETPAGEA_V2
(PROPSHEETPAGEA_V4
(PROPSHEETPAGEW_V1
(PROPSHEETPAGEW_V2
(PROPSHEETPAGEW_V3
(PROPSHEETPAGEW_V4
(PROPVARIANT
(PSN_FIRST-0
(PSN_FIRST-1
(PSN_FIRST-10
(PSN_FIRST-12
(PSN_FIRST-13
(PSN_FIRST-2
(PSN_FIRST-3
(PSN_FIRST-5
(PSN_FIRST-6
(PSN_FIRST-7
(PSN_FIRST-8
(PSN_FIRST-9
(PSU_DEFAULT+1
(PTOKEN_PRIVILEGES
(PUCHAR
(PVOID
(PVOID pParameter
(PVOID pvParameter
(PWSTR
(PX509Certificate pCertificate
(Parameter
(PartitionType == PARTITION_XINT13_EXTENDED
(Partitions
(Platform
(PlatformRolePerformanceServer + 1
(PlatformRoleSlate + 1
(PotatoAPI*
(PreprocessorDefinitions
(ProjectConfigurationPlatforms
(ProjectDir
(PropId
(Prototype
(Ptr32ToPtr( h 
(Ptr64ToPtr( h 
(PtrToPtr32( h 
(PtrToPtr64( h 
(Q
(Q2
(Q3
(Q4
(QS_INPUT << 16
(QS_INPUT | QS_POSTMESSAGE | QS_TIMER | QS_PAINT | QS_HOTKEY
(QS_INPUT | QS_POSTMESSAGE | QS_TIMER | QS_PAINT | QS_HOTKEY | QS_SENDMESSAGE
(QS_MOUSE | QS_KEY
(QS_MOUSE | QS_KEY | QS_RAWINPUT
(QS_MOUSE | QS_KEY | QS_RAWINPUT | QS_TOUCH | QS_POINTER
(QS_MOUSEMOVE | QS_MOUSEBUTTON
(QS_PAINT << 16
(QS_SENDMESSAGE << 16
(QUERY_CAN_NAVIGATE+1
(QUERY_CONTENT_ENCODING+1
(QUERY_CONTENT_TYPE+1
(QUERY_EXPIRATION_DATE+1
(QUERY_IS_CACHED+1
(QUERY_IS_CACHED_OR_MAPPED+1
(QUERY_IS_INSTALLEDENTRY+1
(QUERY_IS_SAFE+1
(QUERY_IS_SECURE+1
(QUERY_RECOMBINE+1
(QUERY_REFRESH+1
(QUERY_TIME_OF_LAST_CHANGE+1
(QUERY_USES_CACHE+1
(QUERY_USES_HISTORYFOLDER+1
(QUERY_USES_NETWORK+1
(QWORD
(Qd
(Qm
(Qn
(R64t
(README.assets/image-20210610201152538.png
(README.assets/image-20210701131739157.png
(READ_CONTROL
(READ_COPY_NUMBER_KEY | (BYTE 
(REGISTRY
(REG_NOTIFY_CHANGE_NAME | REG_NOTIFY_CHANGE_ATTRIBUTES | REG_NOTIFY_CHANGE_LAST_SET | REG_NOTIFY_CHANGE_SECURITY | REG_NOTIFY_THREAD_AGNOSTIC
(REG_OPTION_RESERVED | REG_OPTION_BACKUP_RESTORE | REG_OPTION_OPEN_LINK
(REG_OPTION_RESERVED | REG_OPTION_NON_VOLATILE | REG_OPTION_VOLATILE | REG_OPTION_CREATE_LINK | REG_OPTION_BACKUP_RESTORE | REG_OPTION_OPEN_LINK
(RESOURCEUSAGE_CONNECTABLE | RESOURCEUSAGE_CONTAINER | RESOURCEUSAGE_ATTACHED
(RPC
(RPC_ASYNC_STATE
(RPC_C_AUTHN_LEVEL_CALL
(RPC_C_AUTHN_LEVEL_CONNECT
(RPC_C_AUTHN_LEVEL_NONE
(RPC_C_AUTHN_LEVEL_PKT
(RPC_C_AUTHN_LEVEL_PKT_INTEGRITY
(RPC_C_AUTHN_LEVEL_PKT_PRIVACY
(RPC_WSTR String
(RRF_RT_REG_BINARY | RRF_RT_REG_DWORD
(RTL_CRITICAL_SECTION_ALL_FLAG_BITS & (~(RTL_CRITICAL_SECTION_FLAG_NO_DEBUG_INFO | RTL_CRITICAL_SECTION_FLAG_DYNAMIC_SPIN | RTL_CRITICAL_SECTION_FLAG_STATIC_INIT | RTL_CRITICAL_SECTION_FLAG_RESOURCE_TYPE | RTL_CRITICAL_SECTION_FLAG_FORCE_DEBUG_INFO
(RTL_NUMBER_OF(API_SET_EXTENSION_NAME_U
(RTL_NUMBER_OF(API_SET_PREFIX_NAME_U
(RT_CURSOR
(RT_ICON
(Read
(ReadFile((HANDLE
(ReadWrite
(ReturnValue
(RpcExceptionCode(
(Rt
(SAL_AuToQuOtE
(SAL_BEGIN
(SAL_END
(SAL_IoGetDmaAdapter
(SAL_IsAliased
(SAL_UseCancelIrql
(SAL_allocator
(SAL_annotation
(SAL_at(target
(SAL_begin
(SAL_bound
(SAL_checkReturn
(SAL_deferTypecheck
(SAL_driver
(SAL_encoded
(SAL_end
(SAL_enumIsBitflag
(SAL_except
(SAL_floatRestored
(SAL_floatSaved
(SAL_floatUsed
(SAL_interlocked
(SAL_internal_kernel_driver
(SAL_kernel
(SAL_maybenull
(SAL_mustInspect
(SAL_no_competing_thread
(SAL_nodriver
(SAL_nokernel
(SAL_nonvolatile
(SAL_notnull
(SAL_notref
(SAL_notvalid
(SAL_null
(SAL_post
(SAL_post_defensive
(SAL_pre
(SAL_pre_defensive
(SAL_primop
(SAL_qualifier
(SAL_readonly
(SAL_requires_no_locks_held
(SAL_restoreIRQL
(SAL_sameIRQL
(SAL_saveIRQL
(SAL_strictType2
(SAL_terminates
(SAL_useHeader
(SAL_valid
(SAL_valueUndefined
(SAL_volatile
(SAL_when(expr
(SCARD_PROTOCOL_T0 | SCARD_PROTOCOL_T1
(SDC_TOPOLOGY_INTERNAL | SDC_TOPOLOGY_CLONE | SDC_TOPOLOGY_EXTEND | SDC_TOPOLOGY_EXTERNAL
(SECURITY_APP_PACKAGE_RID_COUNT
(SECURITY_ATTRIBUTES
(SECURITY_MANDATORY_MEDIUM_RID + 0x100
(SEC_ENTRY *ACCEPT_SECURITY_CONTEXT_FN
(SEC_ENTRY *ACQUIRE_CREDENTIALS_HANDLE_FN_A
(SEC_ENTRY *ACQUIRE_CREDENTIALS_HANDLE_FN_W
(SEC_ENTRY *ADD_CREDENTIALS_FN_A
(SEC_ENTRY *ADD_CREDENTIALS_FN_W
(SEC_ENTRY *APPLY_CONTROL_TOKEN_FN
(SEC_ENTRY *CHANGE_PASSWORD_FN_A
(SEC_ENTRY *COMPLETE_AUTH_TOKEN_FN
(SEC_ENTRY *DECRYPT_MESSAGE_FN
(SEC_ENTRY *DELETE_SECURITY_CONTEXT_FN
(SEC_ENTRY *ENUMERATE_SECURITY_PACKAGES_FN_A
(SEC_ENTRY *ENUMERATE_SECURITY_PACKAGES_FN_W
(SEC_ENTRY *EXPORT_SECURITY_CONTEXT_FN
(SEC_ENTRY *FREE_CONTEXT_BUFFER_FN
(SEC_ENTRY *FREE_CREDENTIALS_HANDLE_FN
(SEC_ENTRY *IMPERSONATE_SECURITY_CONTEXT_FN
(SEC_ENTRY *IMPORT_SECURITY_CONTEXT_FN_W
(SEC_ENTRY *INITIALIZE_SECURITY_CONTEXT_FN_A
(SEC_ENTRY *INITIALIZE_SECURITY_CONTEXT_FN_W
(SEC_ENTRY *INIT_SECURITY_INTERFACE_A
(SEC_ENTRY *INIT_SECURITY_INTERFACE_W
(SEC_ENTRY *MAKE_SIGNATURE_FN
(SEC_ENTRY *QUERY_CONTEXT_ATTRIBUTES_FN_A
(SEC_ENTRY *QUERY_CONTEXT_ATTRIBUTES_FN_W
(SEC_ENTRY *QUERY_CREDENTIALS_ATTRIBUTES_FN_A
(SEC_ENTRY *QUERY_CREDENTIALS_ATTRIBUTES_FN_W
(SEC_ENTRY *QUERY_SECURITY_CONTEXT_TOKEN_FN
(SEC_ENTRY *QUERY_SECURITY_PACKAGE_INFO_FN_A
(SEC_ENTRY *QUERY_SECURITY_PACKAGE_INFO_FN_W
(SEC_ENTRY *REVERT_SECURITY_CONTEXT_FN
(SEC_ENTRY *SET_CONTEXT_ATTRIBUTES_FN_A
(SEC_ENTRY *SET_CONTEXT_ATTRIBUTES_FN_W
(SEC_ENTRY *SET_CREDENTIALS_ATTRIBUTES_FN_A
(SEC_ENTRY *SET_CREDENTIALS_ATTRIBUTES_FN_W
(SEC_ENTRY *VERIFY_SIGNATURE_FN
(SEC_IMAGE | SEC_NOCACHE
(SEF_MACL_NO_WRITE_UP | SEF_MACL_NO_READ_UP | SEF_MACL_NO_EXECUTE_UP
(SERVICE_ACTIVE | SERVICE_INACTIVE
(SERVICE_KERNEL_DRIVER | SERVICE_FILE_SYSTEM_DRIVER | SERVICE_RECOGNIZER_DRIVER
(SERVICE_WIN32 | SERVICE_ADAPTER | SERVICE_DRIVER | SERVICE_INTERACTIVE_PROCESS
(SERVICE_WIN32_OWN_PROCESS | SERVICE_WIN32_SHARE_PROCESS
(SE_GROUP_MANDATORY | SE_GROUP_ENABLED_BY_DEFAULT | SE_GROUP_ENABLED | SE_GROUP_OWNER | SE_GROUP_USE_FOR_DENY_ONLY | SE_GROUP_LOGON_ID | SE_GROUP_RESOURCE | SE_GROUP_INTEGRITY | SE_GROUP_INTEGRITY_ENABLED
(SE_PRIVILEGE_ENABLED_BY_DEFAULT | SE_PRIVILEGE_ENABLED | SE_PRIVILEGE_REMOVED | SE_PRIVILEGE_USED_FOR_ACCESS
(SHORT
(SHTDN_REASON_FLAG_CLEAN_UI
(SHTDN_REASON_FLAG_DIRTY_UI
(SHTDN_REASON_FLAG_PLANNED | SHTDN_REASON_FLAG_CLEAN_UI
(SHTDN_REASON_FLAG_PLANNED | SHTDN_REASON_FLAG_DIRTY_UI
(SHTDN_REASON_MAJOR_HARDWARE|SHTDN_REASON_MINOR_INSTALLATION
(SHTDN_REASON_MAJOR_LEGACY_API | SHTDN_REASON_FLAG_PLANNED
(SHTDN_REASON_MAJOR_OTHER|SHTDN_REASON_MINOR_OTHER
(SHTDN_REASON_MAJOR_SOFTWARE|SHTDN_REASON_MINOR_HUNG
(SHTDN_REASON_MAJOR_SOFTWARE|SHTDN_REASON_MINOR_INSTALLATION
(SHTDN_REASON_MAJOR_SOFTWARE|SHTDN_REASON_MINOR_RECONFIG
(SHTDN_REASON_MAJOR_SYSTEM|SHTDN_REASON_MINOR_UNSTABLE
(SID *
(SID_MAX_SUB_AUTHORITIES * sizeof(DWORD
(SIF_RANGE | SIF_PAGE | SIF_POS | SIF_TRACKPOS
(SIZE_MAX >> 1
(SIZE_T cbSize
(SNAN
(SND_ALIAS_START + (DWORD
(SOCKADDR_STORAGE
(SOCKET
(SOCKET_ADDRESS
(SP_PROT_CLIENTS | SP_PROT_TLS1_X_CLIENT | SP_PROT_DTLS1_X_CLIENT 
(SP_PROT_DTLS1_0_SERVER | SP_PROT_DTLS1_0_CLIENT
(SP_PROT_DTLS1_X_SERVER | SP_PROT_DTLS1_X_CLIENT
(SP_PROT_DTLS_SERVER | SP_PROT_DTLS_CLIENT 
(SP_PROT_PCT1_CLIENT | SP_PROT_SSL2_CLIENT | SP_PROT_SSL3_CLIENT | SP_PROT_UNI_CLIENT | SP_PROT_TLS1_CLIENT
(SP_PROT_PCT1_SERVER | SP_PROT_PCT1_CLIENT
